Apr10_blue_300_2_2111211/300/75/300/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 2, 'user': 1, 'payment': 1}/5/35
Apr10_green_100_4_2111411/300/25/100/green/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_green_150_4_2111411/300/37/150/green/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_green_200_4_2111411/300/50/200/green/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_green_250_4_2111411/300/62/250/green/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_green_300_4_2111411/300/75/300/green/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_green_350_4_2111411/300/87/350/green/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_green_400_4_2111411/300/100/400/green/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_green_450_4_2111411/300/112/450/green/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_green_500_4_2111411/300/125/500/green/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_50_0_2111411/300/12/50/blue/0/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_100_0_2111411/300/25/100/blue/0/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_150_0_2111411/300/37/150/blue/0/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_200_0_2111411/300/50/200/blue/0/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_250_0_2111411/300/62/250/blue/0/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_300_0_2111411/300/75/300/blue/0/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_350_0_2111411/300/87/350/blue/0/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_400_0_2111411/300/100/400/blue/0/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_450_0_2111411/300/112/450/blue/0/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_500_0_2111411/300/125/500/blue/0/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_50_2_2111411/300/12/50/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_100_2_2111411/300/25/100/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_150_2_2111411/300/37/150/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_200_2_2111411/300/50/200/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_250_2_2111411/300/62/250/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_300_2_2111411/300/75/300/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_350_2_2111411/300/87/350/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_400_2_2111411/300/100/400/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_450_2_2111411/300/112/450/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_500_2_2111411/300/125/500/blue/2/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_50_4_2111411/300/12/50/blue/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_100_4_2111411/300/25/100/blue/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_150_4_2111411/300/37/150/blue/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_200_4_2111411/300/50/200/blue/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_250_4_2111411/300/62/250/blue/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_300_4_2111411/300/75/300/blue/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_350_4_2111411/300/87/350/blue/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_400_4_2111411/300/100/400/blue/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_450_4_2111411/300/112/450/blue/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
Apr10_blue_500_4_2111411/300/125/500/blue/4/{'cart': 2, 'ratings': 1, 'web': 1, 'shipping': 1, 'catalogue': 4, 'user': 1, 'payment': 1}/5/35
